15,0,0,15,2014/06/21-05:06:29
0,0,0,15,2014/07/07-04:02:30
0,0,0,15,2014/07/07-11:21:35
0,0,0,15,2014/07/27-03:26:57
0,0,0,15,2014/08/02-12:17:16
0,0,0,15,2014/08/03-12:17:23
0,0,0,15,2014/08/17-04:39:44
0,0,7,15,2014/08/30-03:01:05
0,0,0,15,2014/08/30-03:45:24
0,0,1,15,2014/09/20-02:23:56
15,0,0,15,2014/09/21-01:19:06
0,0,0,15,2014/09/28-02:37:42
0,0,0,15,2014/09/28-02:51:33
0,0,0,15,2014/10/01-07:29:10
15,0,0,15,2014/10/01-08:19:43
0,0,0,15,2014/10/04-02:18:03
0,0,1,15,2014/10/19-11:19:43
0,0,0,15,2014/10/19-11:28:05
1,0,0,16,2014/11/30-03:56:58
15,0,0,15,2014/12/14-03:10:38
0,0,0,15,2014/12/14-03:21:50
1,0,1,16,2014/12/14-03:53:11
0,0,0,16,2015/01/03-04:47:23
0,0,0,16,2015/01/03-07:11:59
16,0,0,16,2015/01/08-11:07:30
0,0,0,16,2015/01/17-03:34:20
0,0,0,16,2015/02/08-05:10:25
0,0,0,16,2015/02/09-08:13:28
1,0,0,17,2015/03/01-03:23:54
0,0,1,17,2015/03/01-03:33:44
16,0,0,16,2015/03/08-12:14:00
17,0,0,17,2015/04/12-04:58:45
0,0,0,17,2015/04/12-05:24:25
0,0,0,17,2015/04/12-05:40:52
0,0,0,17,2015/04/12-05:50:10
0,0,0,17,2015/04/18-11:35:30
1,0,0,17,2015/04/18-08:33:24
0,0,0,17,2015/04/18-09:12:22
0,0,0,17,2015/04/18-09:24:02
0,0,1,17,2015/04/26-04:30:11
0,0,0,17,2015/05/02-09:29:30
0,0,0,17,2015/05/08-11:03:02
0,1,1,16,2015/05/17-12:06:44
17,0,0,17,2015/05/19-10:27:09
0,1,1,16,2015/05/19-11:02:30
1,0,0,17,2015/05/22-03:34:24
17,0,0,17,2015/06/07-09:38:28
0,0,0,17,2015/06/13-06:24:20
1,0,0,18,2015/06/14-05:02:18
1,0,0,18,2015/06/29-11:08:05
0,0,6,18,2015/08/02-03:00:56
18,0,0,18,2015/08/08-03:40:01
0,0,6,18,2015/08/08-04:09:48
1,0,1,19,2015/08/15-03:41:04
0,0,1,19,2015/08/15-05:03:49
0,0,1,19,2015/08/15-05:46:10
19,0,0,19,2015/08/15-09:28:43
19,0,0,19,2015/09/05-10:54:44
19,0,0,19,2015/09/05-08:39:49
19,0,0,19,2015/10/24-03:32:35
0,0,2,19,2015/10/25-05:15:36
0,0,0,19,2015/11/15-08:57:37
19,0,0,19,2015/11/23-11:45:14
0,0,1,19,2015/11/24-11:00:42
0,0,0,19,2015/11/25-03:26:09
19,0,0,19,2015/11/25-11:10:46
1,1,0,19,2015/12/13-11:46:16
19,0,0,19,2015/12/22-02:38:33
1,1,0,19,2015/12/22-02:57:08
19,0,0,19,2015/12/22-08:52:19
1,1,0,19,2015/12/23-12:36:25
1,1,0,19,2015/12/23-12:46:05
0,0,2,19,2015/12/23-01:01:47
1,1,1,19,2015/12/24-11:05:51
19,0,0,19,2015/12/26-12:31:44
0,0,0,19,2015/12/27-03:56:04
0,0,0,19,2015/12/27-03:58:58
0,0,4,19,2015/12/30-02:35:47
0,0,0,19,2015/12/31-04:12:26
0,1,0,18,2016/01/02-11:42:50
0,1,0,17,2016/01/02-11:54:39
0,1,0,16,2016/01/02-12:09:08
0,1,0,15,2016/01/02-12:16:41
0,1,0,14,2016/01/02-12:28:12
0,1,0,13,2016/01/02-12:31:21
0,0,2,13,2016/01/02-06:41:01
0,6,3,13,2016/01/03-03:58:55
13,0,0,13,2016/01/07-01:13:57
0,0,2,13,2016/01/16-01:59:57
0,0,1,13,2016/01/30-11:52:12
1,0,0,14,2016/01/31-03:14:18
0,1,0,13,2016/01/31-06:12:48
0,0,0,13,2016/01/31-06:40:42
13,0,0,13,2016/02/01-08:28:37
0,0,0,13,2016/02/21-04:21:41
0,0,0,13,2016/02/27-07:33:45
0,1,0,12,2016/03/05-03:44:59
12,0,0,12,2016/04/08-09:45:59
0,0,0,12,2016/04/09-05:50:30
0,0,0,12,2016/05/01-03:42:11
0,0,0,12,2016/05/12-08:23:59
12,0,0,12,2016/05/28-10:59:03
12,0,0,12,2016/06/06-07:34:45
12,0,0,12,2016/06/12-11:22:56
1,1,0,12,2016/07/01-02:48:51
12,0,0,12,2016/07/05-10:42:22
1,1,0,12,2016/07/29-09:30:59
12,0,0,12,2016/09/03-04:53:13
1,0,0,13,2016/09/18-02:14:54
0,0,4,4,2016/10/26-03:18:34
